District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
77,Manchester School District,16,Martin School,2009-10,37,286.6,81.1,94.6
77,Manchester School District,9,Nathan Hale School,2009-10,49,242.1,51,77.6
77,Manchester School District,10,Robertson School,2009-10,39,255.6,53.8,87.2
77,Manchester School District,12,Verplanck School,2009-10,57,248.9,56.1,80.7
77,Manchester School District,13,Waddell School,2009-10,60,243.7,48.3,78.3
77,Manchester School District,14,Washington School,2009-10,65,248.9,55.4,78.5
78,Mansfield School District,4,Annie E. Vinton School,2009-10,50,265.6,72,84
78,Mansfield School District,2,Dorothy C. Goodwin School,2009-10,32,280.8,71.9,90.6
78,Mansfield School District,5,Southeast Elementary School,2009-10,51,271.2,82.4,90.2
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2009-10,98,295.7,87.8,99
80,Meriden School District,1,Benjamin Franklin School,2009-10,45,238.4,48.9,80
80,Meriden School District,11,Casimir Pulaski School,2009-10,115,247.7,54.8,79.1
80,Meriden School District,3,Hanover School,2009-10,86,229.4,43,64
80,Meriden School District,4,Israel Putnam School,2009-10,91,245.9,51.6,81.3
80,Meriden School District,5,John Barry School,2009-10,68,236.6,45.6,69.1
80,Meriden School District,7,Nathan Hale School,2009-10,99,243.4,50.5,76.8
80,Meriden School District,8,Roger Sherman School,2009-10,79,236.2,41.8,70.9
80,Meriden School District,10,Thomas Hooker School,2009-10,53,263.3,69.8,94.3
83,Middletown School District,2,Bielefield School,2009-10,45,262.3,66.7,86.7
83,Middletown School District,5,Farm Hill School,2009-10,42,263.3,61.9,88.1
83,Middletown School District,13,Lawrence School,2009-10,47,243,42.6,74.5
83,Middletown School District,9,MacDonough School,2009-10,36,271.2,72.2,83.3
83,Middletown School District,12,Moody School,2009-10,83,267.7,71.1,89.2
83,Middletown School District,11,Snow School,2009-10,51,254.8,54.9,82.4
83,Middletown School District,1,Spencer School,2009-10,59,238.7,49.2,71.2
83,Middletown School District,14,Wesley School,2009-10,54,262.1,68.5,85.2
84,Milford School District,1,Calf Pen Meadow School,2009-10,56,265.1,73.2,89.3
84,Milford School District,19,J. F. Kennedy School,2009-10,60,247,51.7,86.7
84,Milford School District,16,Live Oaks School,2009-10,53,261.7,73.6,86.8
84,Milford School District,17,Mathewson School,2009-10,99,276.6,81.8,91.9
84,Milford School District,7,Meadowside School,2009-10,58,275.6,72.4,93.1
84,Milford School District,8,Orange Avenue School,2009-10,82,256.5,64.6,85.4
84,Milford School District,18,Orchard Hills School,2009-10,64,244.4,57.8,81.3
84,Milford School District,10,Pumpkin Delight School,2009-10,35,268.2,68.6,97.1
84,Milford School District,14,Simon Lake School,2009-10,43,271.7,74.4,95.3
85,Monroe School District,5,Fawn Hollow Elementary School,2009-10,118,280.6,78,94.1
85,Monroe School District,1,Monroe Elementary School,2009-10,63,296.4,90.5,96.8
85,Monroe School District,3,Stepney Elementary School,2009-10,77,280.7,76.6,94.8
86,Montville School District,7,Dr. Charles E. Murphy School,2009-10,70,275.7,78.6,94.3
86,Montville School District,1,Mohegan School,2009-10,63,266.5,74.6,93.7
86,Montville School District,5,Oakdale School,2009-10,63,270.4,73,87.3
88,Naugatuck School District,8,Andrew Avenue School,2009-10,54,243.6,55.6,79.6
88,Naugatuck School District,1,Central Avenue School,2009-10,57,243.5,50.9,75.4
88,Naugatuck School District,5,Hop Brook Elementary School,2009-10,64,256.5,62.5,85.9
88,Naugatuck School District,3,Maple Hill School,2009-10,82,246.3,52.4,79.3
88,Naugatuck School District,6,Salem School,2009-10,50,261.4,78,86
88,Naugatuck School District,7,Western School,2009-10,42,223.2,40.5,59.5
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2009-10,40,227.6,32.5,70
89,New Britain School District,3,Chamberlain School,2009-10,97,188.9,10.3,32
89,New Britain School District,11,Diloreto Magnet School,2009-10,85,199.9,15.3,38.8
89,New Britain School District,5,Gaffney School,2009-10,43,208.6,23.3,48.8
89,New Britain School District,6,Holmes School,2009-10,73,195.2,17.8,32.9
89,New Britain School District,7,Jefferson School,2009-10,62,212,21,46.8
89,New Britain School District,8,Lincoln School,2009-10,114,214.3,30.7,54.4
89,New Britain School District,9,Northend School,2009-10,44,205.6,13.6,43.2
89,New Britain School District,12,Smalley Academy,2009-10,61,223.8,31.1,49.2
89,New Britain School District,13,Smith School,2009-10,84,202.7,17.9,44
89,New Britain School District,15,Vance School,2009-10,86,216.6,24.4,51.2
90,New Canaan School District,4,East School,2009-10,116,288.1,83.6,95.7
90,New Canaan School District,2,South School,2009-10,99,279.8,87.9,94.9
90,New Canaan School District,3,West School,2009-10,76,311.2,96.1,100
91,New Fairfield School District,2,Meeting House Hill School,2009-10,205,269.1,74.1,93.2
92,New Hartford School District,3,Ann Antolini School,2009-10,86,303.1,94.2,96.5
93,New Haven School District,15,Augusta Lewis Troup School,2009-10,90,207.5,18.9,46.7
93,New Haven School District,2,Barnard Environmental Magnet School,2009-10,54,213.7,18.5,46.3
93,New Haven School District,3,Beecher School,2009-10,42,211.7,23.8,50
93,New Haven School District,18,Benjamin Jepson Magnet School,2009-10,52,223.4,32.7,57.7
93,New Haven School District,43,Bishop Woods School,2009-10,45,240.2,40,71.1
93,New Haven School District,48,Celentano School,2009-10,40,229.8,37.5,72.5
93,New Haven School District,41,Christopher Columbus Academy,2009-10,44,218.9,13.6,65.9
93,New Haven School District,42,Clemente Leadership Academy,2009-10,43,230,39.5,67.4
93,New Haven School District,6,Clinton Avenue School,2009-10,54,236.9,48.1,75.9
93,New Haven School District,31,Conte/West Hills Magnet School,2009-10,68,227.6,32.4,72.1
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2009-10,47,255.1,66,91.5
93,New Haven School District,46,East Rock Community Magnet School,2009-10,46,230.7,34.8,69.6
93,New Haven School District,12,Edgewood School,2009-10,50,255.8,64,78
93,New Haven School District,16,Fair Haven School,2009-10,68,213.3,19.1,57.4
93,New Haven School District,7,Hill Central Music Academy,2009-10,37,201.8,13.5,48.6
93,New Haven School District,13,John C. Daniels,2009-10,46,216.7,19.6,63
93,New Haven School District,8,John S. Martinez School,2009-10,85,212.7,23.5,48.2
93,New Haven School District,4,Katherine Brennan School,2009-10,34,201.1,20.6,44.1
93,New Haven School District,30,King/Robinson Magnet School,2009-10,54,227.9,31.5,68.5
93,New Haven School District,20,Lincoln-Bassett School,2009-10,37,247.5,62.2,75.7
93,New Haven School District,19,Mauro-Sheridan Magnet School,2009-10,49,234.6,40.8,71.4
93,New Haven School District,49,Microsociety Magnet School,2009-10,25,204.2,12,44
93,New Haven School District,14,Nathan Hale School,2009-10,64,243.9,46.9,76.6
93,New Haven School District,10,Ross/Woodward School,2009-10,54,208,16.7,48.1
93,New Haven School District,29,Truman School,2009-10,35,219.8,22.9,74.3
93,New Haven School District,32,Wexler/Grant Community School,2009-10,41,191.7,7.3,31.7
93,New Haven School District,38,Worthington Hooker School,2009-10,42,299.8,90.5,100
95,New London School District,2,Harbor School,2009-10,47,237.4,42.6,78.7
95,New London School District,3,Jennings School,2009-10,83,218.4,26.5,56.6
95,New London School District,9,Nathan Hale School,2009-10,43,236.1,48.8,72.1
95,New London School District,5,Shoreline Academy,2009-10,20,201.4,25,45
95,New London School District,8,Winthrop School,2009-10,24,189.4,16.7,41.7
96,New Milford School District,5,Hill And Plain School,2009-10,97,271.3,70.1,91.8
96,New Milford School District,7,John Pettibone School,2009-10,90,264.7,67.8,90
96,New Milford School District,8,Northville Elementary School,2009-10,105,271.7,80,97.1
94,Newington School District,6,Anna Reynolds School,2009-10,73,274.8,71.2,87.7
94,Newington School District,2,Elizabeth Green School,2009-10,61,250.4,57.4,80.3
94,Newington School District,8,John Paterson School,2009-10,101,282.2,80.2,97
94,Newington School District,7,Ruth Chaffee School,2009-10,65,290.1,86.2,95.4
97,Newtown School District,1,Hawley Elementary School,2009-10,96,275.8,78.1,99
97,Newtown School District,4,Head O'Meadow Elementary School,2009-10,77,303.1,97.4,98.7
97,Newtown School District,3,Middle Gate Elementary School,2009-10,99,275.2,81.8,96
97,Newtown School District,2,Sandy Hook Elementary School,2009-10,137,307.3,88.3,97.1
98,Norfolk School District,1,Botelle Elementary School,2009-10,27,244.6,55.6,77.8
99,North Branford School District,4,Jerome Harrison School,2009-10,91,261.6,61.5,85.7
99,North Branford School District,6,Totoket Valley Elementary School,2009-10,74,261.1,63.5,91.9
100,North Canaan School District,1,North Canaan Elementary School,2009-10,39,244.8,48.7,87.2
101,North Haven School District,8,Clintonville Elementary School,2009-10,66,254.7,56.1,84.8
101,North Haven School District,7,Green Acres Elementary School,2009-10,53,278,83,96.2
101,North Haven School District,2,Montowese Elementary School,2009-10,49,274.6,77.6,93.9
101,North Haven School District,3,Ridge Road Elementary School,2009-10,70,292.7,84.3,92.9
102,North Stonington School District,1,North Stonington Elementary School,2009-10,51,269.1,76.5,94.1
103,Norwalk School District,2,Brookside Elementary School,2009-10,67,256.8,62.7,82.1
103,Norwalk School District,3,Columbus Magnet School,2009-10,59,260.6,67.8,81.4
103,Norwalk School District,4,Cranbury Elementary School,2009-10,59,286.6,78,96.6
103,Norwalk School District,20,Fox Run Elementary School,2009-10,71,265.4,69,84.5
103,Norwalk School District,7,Jefferson Magnet School,2009-10,76,274.1,76.3,90.8
103,Norwalk School District,8,Kendall Elementary School,2009-10,79,265.2,65.8,84.8
103,Norwalk School District,22,Marvin Elementary School,2009-10,70,231.8,41.4,68.6
103,Norwalk School District,21,Naramake Elementary School,2009-10,62,260.3,64.5,85.5
103,Norwalk School District,13,Rowayton School,2009-10,59,263.4,71.2,84.7
103,Norwalk School District,23,Silvermine Elementary School,2009-10,49,266.3,71.4,85.7
103,Norwalk School District,14,Tracey School,2009-10,43,243.7,46.5,74.4
103,Norwalk School District,24,Wolfpit School,2009-10,57,252.1,50.9,78.9
104,Norwich School District,1,Bishop School,2009-10,27,236.1,55.6,74.1
104,Norwich School District,6,Greeneville School,2009-10,53,237.4,45.3,71.7
104,Norwich School District,14,John B. Stanton School,2009-10,42,235.6,54.8,69
104,Norwich School District,20,John M. Moriarty School,2009-10,54,237.3,48.1,70.4
104,Norwich School District,8,Samuel Huntington School,2009-10,63,246.2,49.2,73
104,Norwich School District,17,Thomas W. Mahan School,2009-10,36,245.6,47.2,77.8
104,Norwich School District,19,Uncas School,2009-10,21,238,52.4,76.2
104,Norwich School District,18,Veterans' Memorial School,2009-10,30,250.6,56.7,76.7
104,Norwich School District,15,Wequonnoc School,2009-10,32,217.5,31.3,59.4
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2009-10,102,271.5,78.4,93.1
107,Orange School District,5,Peck Place School,2009-10,65,273.2,76.9,95.4
107,Orange School District,3,Race Brook School,2009-10,56,294.5,92.9,98.2
107,Orange School District,4,Turkey Hill School,2009-10,57,291,89.5,98.2
108,Oxford School District,1,Oxford Center School,2009-10,177,267.9,68.9,89.3
109,Plainfield School District,1,Moosup Elementary School,2009-10,98,248.2,50,87.8
109,Plainfield School District,4,Shepard Hill Elementary School,2009-10,102,250.9,53.9,91.2
110,Plainville School District,4,Frank T. Wheeler School,2009-10,44,271.9,70.5,84.1
110,Plainville School District,2,Linden Street School,2009-10,73,266.6,68.5,86.3
110,Plainville School District,5,Louis Toffolon School,2009-10,53,260.5,60.4,83
111,Plymouth School District,4,Harry S. Fisher Elementary School,2009-10,66,246.2,51.5,74.2
111,Plymouth School District,2,Plymouth Center School,2009-10,58,281.2,70.7,89.7
112,Pomfret School District,1,Pomfret Community School,2009-10,49,273.8,77.6,93.9
113,Portland School District,4,Gildersleeve School,2009-10,131,259.3,64.1,87
114,Preston School District,4,Preston Veterans' Memorial School,2009-10,41,262.2,63.4,95.1
116,Putnam School District,3,Putnam Elementary School,2009-10,96,238.9,51,71.9
117,Redding School District,1,Redding Elementary School,2009-10,134,290.4,88.8,96.3
206,Regional School District 06,1,Goshen Center School,2009-10,25,266.3,76,96
206,Regional School District 06,2,James Morris School,2009-10,29,254.6,65.5,79.3
206,Regional School District 06,3,Warren Elementary School,2009-10,NA,NA,NA,NA
210,Regional School District 10,3,Harwinton Consolidated School,2009-10,105,269,74.3,92.4
210,Regional School District 10,2,Lake Garda Elementary School,2009-10,115,285.9,84.3,94.8
212,Regional School District 12,2,Booth Free School,2009-10,23,281.1,73.9,95.7
212,Regional School District 12,1,The Burnham School,2009-10,25,295.5,92,96
212,Regional School District 12,4,Washington Primary School,2009-10,30,278,83.3,90
213,Regional School District 13,2,Francis E. Korn School,2009-10,99,255.8,58.6,83.8
213,Regional School District 13,5,John Lyman School,2009-10,76,259.7,68.4,89.5
214,Regional School District 14,2,Mitchell Elementary School,2009-10,146,262.6,63,86.3
215,Regional School District 15,4,Gainfield Elementary School,2009-10,78,271.4,70.5,97.4
215,Regional School District 15,7,Long Meadow Elementary School,2009-10,96,284.4,85.4,97.9
215,Regional School District 15,6,Middlebury Elementary School,2009-10,89,281.7,80.9,92.1
215,Regional School District 15,5,Pomperaug School,2009-10,84,267,77.4,96.4
216,Regional School District 16,3,Algonquin School,2009-10,100,269.3,68,95
216,Regional School District 16,1,Laurel Ledge School,2009-10,67,238.7,41.8,76.1
217,Regional School District 17,2,Burr District Elementary School,2009-10,46,293.6,95.7,100
217,Regional School District 17,1,Haddam Elementary School,2009-10,46,271.2,78.3,91.3
217,Regional School District 17,3,Killingworth Elementary School,2009-10,94,279.8,81.9,94.7
218,Regional School District 18,3,Center School,2009-10,89,279.9,84.3,97.8
218,Regional School District 18,1,Lyme Consolidated School,2009-10,20,263.4,75,100
118,Ridgefield School District,8,Barlow Mountain Elementary School,2009-10,57,274.6,80.7,96.5
118,Ridgefield School District,6,Branchville Elementary School,2009-10,69,292.1,92.8,97.1
118,Ridgefield School District,4,Farmingville Elementary School,2009-10,49,273,75.5,91.8
118,Ridgefield School District,3,Ridgebury Elementary School,2009-10,72,273.4,75,97.2
118,Ridgefield School District,5,Scotland Elementary School,2009-10,56,293.1,87.5,98.2
118,Ridgefield School District,2,Veterans Park Elementary School,2009-10,67,274.3,79.1,92.5
119,Rocky Hill School District,4,Myrtle H. Stevens School,2009-10,85,267.5,68.2,87.1
119,Rocky Hill School District,5,West Hill School,2009-10,90,279,82.2,95.6
121,Salem School District,1,Salem Elementary School,2009-10,51,277.1,72.5,92.2
122,Salisbury School District,1,Salisbury Central School,2009-10,25,282.8,92,100
123,Scotland School District,1,Scotland Elementary School,2009-10,NA,NA,NA,NA
124,Seymour School District,3,Anna L. Lopresti School,2009-10,57,262.8,63.2,82.5
124,Seymour School District,1,Bungay School,2009-10,105,272.1,73.3,86.7
124,Seymour School District,4,Paul Chatfield School,2009-10,50,267.2,68,88
125,Sharon School District,1,Sharon Center School,2009-10,25,255.8,72,92
126,Shelton School District,10,Booth Hill School,2009-10,60,287.6,80,95
126,Shelton School District,5,Elizabeth Shelton School,2009-10,72,262.2,63.9,90.3
126,Shelton School District,4,Lafayette School,2009-10,43,229.4,41.9,69.8
126,Shelton School District,8,Long Hill School,2009-10,78,273.3,79.5,94.9
126,Shelton School District,9,Mohegan School,2009-10,92,263,68.5,89.1
126,Shelton School District,6,Sunnyside School,2009-10,43,256.9,62.8,88.4
127,Sherman School District,1,Sherman School,2009-10,48,270.5,79.2,95.8
270,Side By Side Community School District,1,Side By Side Community School,2009-10,23,215.4,30.4,60.9
128,Simsbury School District,1,Central School,2009-10,59,292.5,83.1,94.9
128,Simsbury School District,6,Latimer Lane School,2009-10,72,288.2,90.3,98.6
128,Simsbury School District,7,Squadron Line School,2009-10,108,284.1,84.3,97.2
128,Simsbury School District,3,Tariffville School,2009-10,45,284.1,91.1,95.6
128,Simsbury School District,4,Tootin' Hills School,2009-10,64,290.3,81.3,95.3
129,Somers School District,4,Somers Elementary School,2009-10,126,253.7,62.7,85.7
132,South Windsor School District,7,Eli Terry School,2009-10,62,255.9,61.3,90.3
132,South Windsor School District,6,Orchard Hill School,2009-10,84,257.5,66.7,83.3
132,South Windsor School District,1,Philip R. Smith School,2009-10,43,251.4,55.8,88.4
132,South Windsor School District,2,Pleasant Valley School,2009-10,73,256.3,61.6,89
132,South Windsor School District,4,Wapping Elementary School,2009-10,40,276.3,72.5,95
131,Southington School District,15,Derynoski Elementary School,2009-10,101,271.1,76.2,94.1
131,Southington School District,13,Flanders School,2009-10,46,280.2,82.6,89.1
131,Southington School District,2,Hatton School,2009-10,46,316.1,100,100
131,Southington School District,6,Plantsville School at North Center,2009-10,38,307,94.7,100
131,Southington School District,7,South End School,2009-10,41,284.6,92.7,100
131,Southington School District,8,Strong School,2009-10,66,302.6,84.8,95.5
131,Southington School District,9,Thalberg School,2009-10,69,306.5,91.3,95.7
131,Southington School District,14,Urbin T. Kelley School,2009-10,65,288.8,84.6,96.9
133,Sprague School District,1,Sayles School,2009-10,37,256.6,62.2,94.6
134,Stafford School District,6,Stafford Elementary School,2009-10,127,248,52.8,83.5
135,Stamford School District,20,Davenport Ridge School,2009-10,82,236.9,41.5,68.3
135,Stamford School District,22,Hart School,2009-10,64,241.1,43.8,73.4
135,Stamford School District,12,Julia A. Stark School,2009-10,91,237.8,49.5,68.1
135,Stamford School District,5,K. T. Murphy School,2009-10,75,240.2,49.3,74.7
135,Stamford School District,6,Newfield School,2009-10,101,252,50.5,80.2
135,Stamford School District,18,Northeast School,2009-10,128,269.5,64.8,88.3
135,Stamford School District,8,Rogers International School,2009-10,90,290.9,81.1,92.2
135,Stamford School District,9,Roxbury School,2009-10,100,237,46,65
135,Stamford School District,11,Springdale School,2009-10,91,243.1,49.5,78
135,Stamford School District,21,Stillmeadow School,2009-10,93,246.7,47.3,77.4
135,Stamford School District,19,Toquam Magnet School,2009-10,86,273.7,67.4,87.2
135,Stamford School District,14,Westover School,2009-10,115,275.3,68.7,85.2
136,Sterling School District,3,Sterling Community School,2009-10,40,266.6,67.5,82.5
137,Stonington School District,5,Deans Mill School,2009-10,87,285,80.5,96.6
137,Stonington School District,4,West Broad Street School,2009-10,89,259.6,67.4,87.6
138,Stratford School District,3,Chapel School,2009-10,72,247.3,56.9,80.6
138,Stratford School District,13,Eli Whitney School,2009-10,78,258.3,62.8,80.8
138,Stratford School District,4,Franklin School,2009-10,41,240.2,46.3,75.6
138,Stratford School District,8,Lordship School,2009-10,20,248.5,55,90
138,Stratford School District,9,Nichols School,2009-10,63,261.3,68.3,90.5
138,Stratford School District,10,Second Hill Lane School,2009-10,72,257.2,61.1,86.1
138,Stratford School District,15,Stratford Academy - Johnson House,2009-10,94,267.9,71.3,92.6
138,Stratford School District,14,Wilcoxson School,2009-10,49,246.8,51,77.6
139,Suffield School District,3,McAlister Intermediate School,2009-10,198,273.2,74.7,94.4
140,Thomaston School District,1,Black Rock School,2009-10,91,250.4,59.3,82.4
141,Thompson School District,1,Mary R. Fisher Elementary School,2009-10,103,252,59.2,79.6
142,Tolland School District,2,Tolland Intermediate School,2009-10,223,274.3,81.2,96.4
143,Torrington School District,1,East School,2009-10,76,260.9,68.4,92.1
143,Torrington School District,2,Forbes School,2009-10,51,249.5,49,80.4
143,Torrington School District,8,Southwest School,2009-10,50,244.7,56,86
143,Torrington School District,9,Torringford School,2009-10,105,258.3,61,86.7
143,Torrington School District,13,Vogel-Wetmore School,2009-10,56,258.5,58.9,94.6
144,Trumbull School District,1,Booth Hill School,2009-10,80,288.2,82.5,95
144,Trumbull School District,8,Daniels Farm School,2009-10,87,289,87.4,98.9
144,Trumbull School District,10,Frenchtown Elementary School,2009-10,106,289.7,83,92.5
144,Trumbull School District,4,Jane Ryan School,2009-10,80,299,90,97.5
144,Trumbull School District,3,Middlebrook School,2009-10,69,287.1,82.6,95.7
144,Trumbull School District,9,Tashua School,2009-10,74,302.3,91.9,95.9
145,Union School District,1,Union Elementary School,2009-10,NA,NA,NA,NA
146,Vernon School District,14,Center Road School,2009-10,65,253.4,67.7,83.1
146,Vernon School District,1,Lake Street School,2009-10,47,268.1,74.5,93.6
146,Vernon School District,2,Maple Street School,2009-10,41,241.1,48.8,73.2
146,Vernon School District,3,Northeast School,2009-10,41,238.3,39,70.7
146,Vernon School District,10,Skinner Road School,2009-10,65,253.5,61.5,76.9
147,Voluntown School District,1,Voluntown Elementary School,2009-10,30,245.8,56.7,86.7
148,Wallingford School District,10,Cook Hill School,2009-10,58,248.1,55.2,82.8
148,Wallingford School District,9,Evarts C. Stevens School,2009-10,55,285.5,80,96.4
148,Wallingford School District,2,Highland School,2009-10,34,253.5,61.8,88.2
148,Wallingford School District,1,Moses Y. Beach School,2009-10,53,252,56.6,81.1
148,Wallingford School District,3,Parker Farms School,2009-10,60,261.8,63.3,86.7
148,Wallingford School District,12,Pond Hill School,2009-10,50,262.1,68,92
148,Wallingford School District,4,Rock Hill School,2009-10,61,274.7,80.3,98.4
148,Wallingford School District,8,Yalesville School,2009-10,96,279,86.5,96.9
151,Waterbury School District,21,B. W. Tinker School,2009-10,92,249.6,60.9,90.2
151,Waterbury School District,3,Barnard School,2009-10,37,218.4,32.4,67.6
151,Waterbury School District,10,Brooklyn Elementary School,2009-10,26,213,26.9,53.8
151,Waterbury School District,5,Bucks Hill School,2009-10,67,212.6,23.9,53.7
151,Waterbury School District,6,Bunker Hill School,2009-10,65,250.1,53.8,89.2
151,Waterbury School District,27,Carrington School,2009-10,67,221.3,32.8,56.7
151,Waterbury School District,9,Driggs School,2009-10,78,233.7,35.9,74.4
151,Waterbury School District,14,F. J. Kingsbury School,2009-10,67,229.9,37.3,62.7
151,Waterbury School District,26,Gilmartin School,2009-10,22,205.1,18.2,27.3
151,Waterbury School District,7,H. S. Chase School,2009-10,118,232,40.7,76.3
151,Waterbury School District,13,Hopeville School,2009-10,63,261.2,63.5,87.3
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2009-10,85,245.7,49.4,78.8
151,Waterbury School District,11,Margaret M. Generali Elementary School,2009-10,79,252,58.2,88.6
151,Waterbury School District,28,Regan School,2009-10,45,265.2,64.4,93.3
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2009-10,78,259.3,64.1,87.2
151,Waterbury School District,20,Sprague School,2009-10,53,226.1,34,67.9
151,Waterbury School District,22,Walsh School,2009-10,80,214.8,22.5,57.5
151,Waterbury School District,23,Washington School,2009-10,44,250.2,54.5,84.1
151,Waterbury School District,8,Wendell L. Cross School,2009-10,48,238.9,43.8,77.1
151,Waterbury School District,32,Woodrow Wilson School,2009-10,42,235.9,40.5,71.4
152,Waterford School District,6,Oswegatchie Elementary School,2009-10,69,263.1,71,97.1
152,Waterford School District,7,Quaker Hill Elementary School,2009-10,68,263.2,66.2,89.7
152,Waterford School District,5,Southwest Elementary School,2009-10,64,274.9,79.7,92.2
153,Watertown School District,3,Fletcher W. Judson School,2009-10,94,258.9,67,85.1
153,Watertown School District,4,Polk School,2009-10,124,248,52.4,88.7
155,West Hartford School District,16,Aiken School,2009-10,70,266.8,75.7,94.3
155,West Hartford School District,2,Braeburn School,2009-10,76,273.8,76.3,86.8
155,West Hartford School District,4,Bugbee School,2009-10,72,294.5,91.7,93.1
155,West Hartford School District,5,Charter Oak Academy,2009-10,44,258,63.6,84.1
155,West Hartford School District,6,Duffy School,2009-10,97,280.1,81.4,95.9
155,West Hartford School District,9,Morley School,2009-10,68,293.6,88.2,98.5
155,West Hartford School District,10,Norfeldt School,2009-10,71,294.8,85.9,98.6
155,West Hartford School District,17,Smith School,2009-10,55,278.5,74.5,90.9
155,West Hartford School District,12,Webster Hill School,2009-10,70,265.6,61.4,92.9
155,West Hartford School District,13,Whiting Lane School,2009-10,62,260.4,61.3,87.1
155,West Hartford School District,15,Wolcott School,2009-10,90,272.9,66.7,87.8
156,West Haven School District,8,Alma E. Pagels School,2009-10,51,253.6,60.8,86.3
156,West Haven School District,13,Anna V. Molloy School,2009-10,47,244.7,44.7,85.1
156,West Haven School District,10,Clarence E. Thompson School,2009-10,51,232.6,37.3,60.8
156,West Haven School District,6,Edith E. Mackrille School,2009-10,70,261.1,62.9,88.6
156,West Haven School District,3,Forest School,2009-10,49,239.1,46.9,79.6
156,West Haven School District,14,Savin Rock Community School,2009-10,63,234.9,33.3,79.4
156,West Haven School District,4,Seth G. Haley School,2009-10,65,246.6,52.3,89.2
156,West Haven School District,12,Washington School,2009-10,69,238.5,42,71
154,Westbrook School District,2,Daisy Ingraham School,2009-10,63,273,77.8,93.7
157,Weston School District,2,Weston Intermediate School,2009-10,209,274.5,81.3,95.7
158,Westport School District,3,Coleytown Elementary School,2009-10,90,286.4,87.8,96.7
158,Westport School District,4,Green's Farms School,2009-10,88,284.4,84.1,96.6
158,Westport School District,5,King's Highway Elementary School,2009-10,76,287.7,88.2,90.8
158,Westport School District,7,Long Lots School,2009-10,108,278.8,82.4,95.4
158,Westport School District,8,Saugatuck Elementary School,2009-10,72,295.2,86.1,93.1
159,Wethersfield School District,8,Alfred W. Hanmer School,2009-10,43,253.4,58.1,83.7
159,Wethersfield School District,10,Charles Wright School,2009-10,50,250.9,52,78
159,Wethersfield School District,2,Emerson-Williams School,2009-10,72,266.3,69.4,88.9
159,Wethersfield School District,11,Highcrest School,2009-10,55,277.7,83.6,96.4
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2009-10,51,254.1,58.8,84.3
160,Willington School District,1,Center School,2009-10,47,268.5,66,93.6
161,Wilton School District,7,Cider Mill School,2009-10,330,283.2,85.2,94.8
162,Winchester School District,2,Mary P. Hinsdale School,2009-10,107,250.2,57,84.1
163,Windham School District,1,Natchaug School,2009-10,47,213.5,25.5,51.1
163,Windham School District,3,North Windham School,2009-10,77,243.8,45.5,77.9
163,Windham School District,6,W. B. Sweeney School,2009-10,73,235.9,45.2,75.3
163,Windham School District,5,Windham Center School,2009-10,52,219.9,32.7,59.6
165,Windsor Locks School District,4,South Elementary School,2009-10,113,273.4,76.1,93.8
164,Windsor School District,1,Clover Street School,2009-10,65,236.9,46.2,70.8
164,Windsor School District,8,John F. Kennedy School,2009-10,71,238.9,45.1,77.5
164,Windsor School District,9,Oliver Ellsworth School,2009-10,57,263.3,61.4,91.2
164,Windsor School District,5,Poquonock Elementary School,2009-10,59,263.1,64.4,81.4
166,Wolcott School District,6,Alcott School,2009-10,56,280.6,69.6,92.9
166,Wolcott School District,2,Frisbie School,2009-10,69,286.9,84.1,98.6
166,Wolcott School District,5,Wakelee School,2009-10,74,244.2,54.1,83.8
167,Woodbridge School District,2,Beecher Road Intermediate School,2009-10,102,283.3,81.4,97.1
169,Woodstock School District,2,Woodstock Elementary School,2009-10,96,270.1,79.2,94.8
1,Andover School District,1,Andover Elementary School,2008-09,40,265.2,75,87.5
2,Ansonia School District,3,Mead School,2008-09,209,254.6,60.3,88.5
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict  Magnet School,2008-09,64,243.5,56.3,73.4
3,Ashford School District,1,Ashford School,2008-09,47,237.8,51.1,68.1
4,Avon School District,4,Pine Grove School,2008-09,125,281.6,87.2,98.4
4,Avon School District,3,Roaring Brook School,2008-09,168,269.2,77.4,94.6
5,Barkhamsted School District,1,Barkhamsted Elementary School,2008-09,53,266,77.4,94.3
7,Berlin School District,4,Emma Hart Willard School,2008-09,88,265.7,75,88.6
7,Berlin School District,5,Mary E. Griswold School,2008-09,91,280.7,76.9,96.7
7,Berlin School District,1,Richard D. Hubbard School,2008-09,59,266.8,74.6,88.1
8,Bethany School District,1,Bethany Community School,2008-09,66,275.8,80.3,92.4
9,Bethel School District,4,Anna H. Rockwell School,2008-09,102,288,86.3,93.1
9,Bethel School District,1,Frank A. Berry School,2008-09,103,291.2,94.2,98.1
11,Bloomfield School District,3,J. P. Vincent School,2008-09,49,247.2,51,79.6
