Town,Type,Year,Date,Value
Bridgewater,EMP,2009,5/1/2009,966
Bridgewater,EMP,2009,6/1/2009,973
Bridgewater,EMP,2009,7/1/2009,980
Bridgewater,EMP,2009,8/1/2009,975
Bridgewater,EMP,2009,9/1/2009,956
Bridgewater,EMP,2009,10/1/2009,958
Bridgewater,EMP,2009,11/1/2009,960
Bridgewater,EMP,2009,12/1/2009,954
Bridgewater,EMP,2010,1/1/2010,869
Bridgewater,EMP,2010,2/1/2010,865
Bridgewater,EMP,2010,3/1/2010,875
Bridgewater,EMP,2010,4/1/2010,887
Bridgewater,EMP,2010,5/1/2010,890
Bridgewater,EMP,2010,6/1/2010,899
Bridgewater,EMP,2010,7/1/2010,906
Bridgewater,EMP,2010,8/1/2010,907
Bridgewater,EMP,2010,9/1/2010,890
Bridgewater,EMP,2010,10/1/2010,897
Bridgewater,EMP,2010,11/1/2010,900
Bridgewater,EMP,2010,12/1/2010,899
Bridgewater,EMP,2011,1/1/2011,881
Bridgewater,EMP,2011,2/1/2011,883
Bridgewater,EMP,2011,3/1/2011,894
Bridgewater,EMP,2011,4/1/2011,895
Bridgewater,EMP,2011,5/1/2011,903
Bridgewater,EMP,2011,6/1/2011,906
Bridgewater,EMP,2011,7/1/2011,912
Bridgewater,EMP,2011,8/1/2011,909
Bridgewater,EMP,2011,9/1/2011,909
Bridgewater,EMP,2011,10/1/2011,919
Bridgewater,EMP,2011,11/1/2011,920
Bridgewater,EMP,2011,12/1/2011,919
Bridgewater,EMP,2012,1/1/2012,875
Bridgewater,EMP,2012,2/1/2012,870
Bridgewater,EMP,2012,3/1/2012,878
Bridgewater,EMP,2012,4/1/2012,877
Bridgewater,EMP,2012,5/1/2012,884
Bridgewater,EMP,2012,6/1/2012,892
Bridgewater,EMP,2012,7/1/2012,896
Bridgewater,EMP,2012,8/1/2012,889
Bridgewater,EMP,2012,9/1/2012,880
Bridgewater,EMP,2012,10/1/2012,889
Bridgewater,EMP,2012,11/1/2012,888
Bridgewater,EMP,2012,12/1/2012,886
Bridgewater,EMP,2013,1/1/2013,869
Bridgewater,EMP,2013,2/1/2013,864
Bridgewater,EMP,2013,3/1/2013,870
Bridgewater,UN,2005,1/1/2005,32
Bridgewater,UN,2005,2/1/2005,29
Bridgewater,UN,2005,3/1/2005,31
Bridgewater,UN,2005,4/1/2005,24
Bridgewater,UN,2005,5/1/2005,34
Bridgewater,UN,2005,6/1/2005,36
Bridgewater,UN,2005,7/1/2005,35
Bridgewater,UN,2005,8/1/2005,32
Bridgewater,UN,2005,9/1/2005,29
Bridgewater,UN,2005,10/1/2005,28
Bridgewater,UN,2005,11/1/2005,25
Bridgewater,UN,2005,12/1/2005,21
Bridgewater,UN,2006,1/1/2006,28
Bridgewater,UN,2006,2/1/2006,26
Bridgewater,UN,2006,3/1/2006,25
Bridgewater,UN,2006,4/1/2006,24
Bridgewater,UN,2006,5/1/2006,26
Bridgewater,UN,2006,6/1/2006,31
Bridgewater,UN,2006,7/1/2006,32
Bridgewater,UN,2006,8/1/2006,28
Bridgewater,UN,2006,9/1/2006,25
Bridgewater,UN,2006,10/1/2006,18
Bridgewater,UN,2006,11/1/2006,39
Bridgewater,UN,2006,12/1/2006,33
Bridgewater,UN,2007,1/1/2007,32
Bridgewater,UN,2007,2/1/2007,32
Bridgewater,UN,2007,3/1/2007,27
Bridgewater,UN,2007,4/1/2007,26
Bridgewater,UN,2007,5/1/2007,26
Bridgewater,UN,2007,6/1/2007,33
Bridgewater,UN,2007,7/1/2007,34
Bridgewater,UN,2007,8/1/2007,31
Bridgewater,UN,2007,9/1/2007,34
Bridgewater,UN,2007,10/1/2007,34
Bridgewater,UN,2007,11/1/2007,36
Bridgewater,UN,2007,12/1/2007,30
Bridgewater,UN,2008,1/1/2008,41
Bridgewater,UN,2008,2/1/2008,41
Bridgewater,UN,2008,3/1/2008,38
Bridgewater,UN,2008,4/1/2008,36
Bridgewater,UN,2008,5/1/2008,42
Bridgewater,UN,2008,6/1/2008,43
Bridgewater,UN,2008,7/1/2008,41
Bridgewater,UN,2008,8/1/2008,34
Bridgewater,UN,2008,9/1/2008,34
Bridgewater,UN,2008,10/1/2008,33
Bridgewater,UN,2008,11/1/2008,30
Bridgewater,UN,2008,12/1/2008,37
Bridgewater,UN,2009,1/1/2009,49
Bridgewater,UN,2009,2/1/2009,54
Bridgewater,UN,2009,3/1/2009,54
Bridgewater,UN,2009,4/1/2009,63
Bridgewater,UN,2009,5/1/2009,71
Bridgewater,UN,2009,6/1/2009,71
Bridgewater,UN,2009,7/1/2009,69
Bridgewater,UN,2009,8/1/2009,76
Bridgewater,UN,2009,9/1/2009,57
Bridgewater,UN,2009,10/1/2009,67
Bridgewater,UN,2009,11/1/2009,68
Bridgewater,UN,2009,12/1/2009,63
Bridgewater,UN,2010,1/1/2010,80
Bridgewater,UN,2010,2/1/2010,78
Bridgewater,UN,2010,3/1/2010,75
Bridgewater,UN,2010,4/1/2010,67
Bridgewater,UN,2010,5/1/2010,67
Bridgewater,UN,2010,6/1/2010,60
Bridgewater,UN,2010,7/1/2010,61
Bridgewater,UN,2010,8/1/2010,58
Bridgewater,UN,2010,9/1/2010,58
Bridgewater,UN,2010,10/1/2010,57
Bridgewater,UN,2010,11/1/2010,49
Bridgewater,UN,2010,12/1/2010,51
Bridgewater,UN,2011,1/1/2011,69
Bridgewater,UN,2011,2/1/2011,61
Bridgewater,UN,2011,3/1/2011,62
Bridgewater,UN,2011,4/1/2011,61
Bridgewater,UN,2011,5/1/2011,65
Bridgewater,UN,2011,6/1/2011,65
Bridgewater,UN,2011,7/1/2011,62
Bridgewater,UN,2011,8/1/2011,66
Bridgewater,UN,2011,9/1/2011,67
Bridgewater,UN,2011,10/1/2011,52
Bridgewater,UN,2011,11/1/2011,50
Bridgewater,UN,2011,12/1/2011,45
Bridgewater,UN,2012,1/1/2012,49
Bridgewater,UN,2012,2/1/2012,47
Bridgewater,UN,2012,3/1/2012,44
Bridgewater,UN,2012,4/1/2012,34
Bridgewater,UN,2012,5/1/2012,45
Bridgewater,UN,2012,6/1/2012,54
Bridgewater,UN,2012,7/1/2012,51
Bridgewater,UN,2012,8/1/2012,49
Bridgewater,UN,2012,9/1/2012,50
Bridgewater,UN,2012,10/1/2012,56
Bridgewater,UN,2012,11/1/2012,50
Bridgewater,UN,2012,12/1/2012,60
Bridgewater,UN,2013,1/1/2013,58
Bridgewater,UN,2013,2/1/2013,56
Bridgewater,UN,2013,3/1/2013,56
Bridgewater,RT,2005,1/1/2005,3.2
Bridgewater,RT,2005,2/1/2005,2.9
Bridgewater,RT,2005,3/1/2005,3.1
Bridgewater,RT,2005,4/1/2005,2.4
Bridgewater,RT,2005,5/1/2005,3.3
Bridgewater,RT,2005,6/1/2005,3.5
Bridgewater,RT,2005,7/1/2005,3.4
Bridgewater,RT,2005,8/1/2005,3.1
Bridgewater,RT,2005,9/1/2005,2.9
Bridgewater,RT,2005,10/1/2005,2.7
Bridgewater,RT,2005,11/1/2005,2.5
Bridgewater,RT,2005,12/1/2005,2.1
Bridgewater,RT,2006,1/1/2006,2.8
Bridgewater,RT,2006,2/1/2006,2.6
Bridgewater,RT,2006,3/1/2006,2.5
Bridgewater,RT,2006,4/1/2006,2.4
Bridgewater,RT,2006,5/1/2006,2.6
Bridgewater,RT,2006,6/1/2006,3
Bridgewater,RT,2006,7/1/2006,3.1
Bridgewater,RT,2006,8/1/2006,2.7
Bridgewater,RT,2006,9/1/2006,2.5
Bridgewater,RT,2006,10/1/2006,1.8
Bridgewater,RT,2006,11/1/2006,3.7
Bridgewater,RT,2006,12/1/2006,3.2
Bridgewater,RT,2007,1/1/2007,3.1
Bridgewater,RT,2007,2/1/2007,3.2
Bridgewater,RT,2007,3/1/2007,2.6
Bridgewater,RT,2007,4/1/2007,2.6
Bridgewater,RT,2007,5/1/2007,2.5
Bridgewater,RT,2007,6/1/2007,3.2
Bridgewater,RT,2007,7/1/2007,3.2
Bridgewater,RT,2007,8/1/2007,3
Bridgewater,RT,2007,9/1/2007,3.3
Bridgewater,RT,2007,10/1/2007,3.3
Bridgewater,RT,2007,11/1/2007,3.4
Bridgewater,RT,2007,12/1/2007,2.9
Bridgewater,RT,2008,1/1/2008,4
Bridgewater,RT,2008,2/1/2008,4
Bridgewater,RT,2008,3/1/2008,3.7
Bridgewater,RT,2008,4/1/2008,3.5
Bridgewater,RT,2008,5/1/2008,4
Bridgewater,RT,2008,6/1/2008,4.1
Bridgewater,RT,2008,7/1/2008,3.9
Bridgewater,RT,2008,8/1/2008,3.3
Bridgewater,RT,2008,9/1/2008,3.3
Bridgewater,RT,2008,10/1/2008,3.2
Bridgewater,RT,2008,11/1/2008,2.9
Bridgewater,RT,2008,12/1/2008,3.6
Bridgewater,RT,2009,1/1/2009,4.8
Bridgewater,RT,2009,2/1/2009,5.3
Bridgewater,RT,2009,3/1/2009,5.3
Bridgewater,RT,2009,4/1/2009,6.1
Bridgewater,RT,2009,5/1/2009,6.8
Bridgewater,RT,2009,6/1/2009,6.8
Bridgewater,RT,2009,7/1/2009,6.6
Bridgewater,RT,2009,8/1/2009,7.2
Bridgewater,RT,2009,9/1/2009,5.6
Bridgewater,RT,2009,10/1/2009,6.5
Bridgewater,RT,2009,11/1/2009,6.6
Bridgewater,RT,2009,12/1/2009,6.2
Bridgewater,RT,2010,1/1/2010,8.4
Bridgewater,RT,2010,2/1/2010,8.3
Bridgewater,RT,2010,3/1/2010,7.9
Bridgewater,RT,2010,4/1/2010,7
Bridgewater,RT,2010,5/1/2010,7
Bridgewater,RT,2010,6/1/2010,6.3
Bridgewater,RT,2010,7/1/2010,6.3
Bridgewater,RT,2010,8/1/2010,6
Bridgewater,RT,2010,9/1/2010,6.1
Bridgewater,RT,2010,10/1/2010,6
Bridgewater,RT,2010,11/1/2010,5.2
Bridgewater,RT,2010,12/1/2010,5.4
Bridgewater,RT,2011,1/1/2011,7.3
Bridgewater,RT,2011,2/1/2011,6.5
Bridgewater,RT,2011,3/1/2011,6.5
Bridgewater,RT,2011,4/1/2011,6.4
Bridgewater,RT,2011,5/1/2011,6.7
Bridgewater,RT,2011,6/1/2011,6.7
Bridgewater,RT,2011,7/1/2011,6.4
Bridgewater,RT,2011,8/1/2011,6.8
Bridgewater,RT,2011,9/1/2011,6.9
Bridgewater,RT,2011,10/1/2011,5.4
Bridgewater,RT,2011,11/1/2011,5.2
Bridgewater,RT,2011,12/1/2011,4.7
Bridgewater,RT,2012,1/1/2012,5.3
Bridgewater,RT,2012,2/1/2012,5.1
Bridgewater,RT,2012,3/1/2012,4.8
Bridgewater,RT,2012,4/1/2012,3.7
Bridgewater,RT,2012,5/1/2012,4.8
Bridgewater,RT,2012,6/1/2012,5.7
Bridgewater,RT,2012,7/1/2012,5.4
Bridgewater,RT,2012,8/1/2012,5.2
Bridgewater,RT,2012,9/1/2012,5.4
Bridgewater,RT,2012,10/1/2012,5.9
Bridgewater,RT,2012,11/1/2012,5.3
Bridgewater,RT,2012,12/1/2012,6.3
Bridgewater,RT,2013,1/1/2013,6.3
Bridgewater,RT,2013,2/1/2013,6.1
Bridgewater,RT,2013,3/1/2013,6
Bristol,LF,2005,1/1/2005,32918
Bristol,LF,2005,2/1/2005,32988
Bristol,LF,2005,3/1/2005,33053
Bristol,LF,2005,4/1/2005,33088
Bristol,LF,2005,5/1/2005,33225
Bristol,LF,2005,6/1/2005,33497
Bristol,LF,2005,7/1/2005,33726
Bristol,LF,2005,8/1/2005,33491
Bristol,LF,2005,9/1/2005,33181
Bristol,LF,2005,10/1/2005,33527
Bristol,LF,2005,11/1/2005,33527
Bristol,LF,2005,12/1/2005,33255
Bristol,LF,2006,1/1/2006,33250
Bristol,LF,2006,2/1/2006,33272
Bristol,LF,2006,3/1/2006,33241
Bristol,LF,2006,4/1/2006,33105
Bristol,LF,2006,5/1/2006,33279
Bristol,LF,2006,6/1/2006,33634
Bristol,LF,2006,7/1/2006,34074
Bristol,LF,2006,8/1/2006,33914
Bristol,LF,2006,9/1/2006,33537
Bristol,LF,2006,10/1/2006,33866
Bristol,LF,2006,11/1/2006,33911
Bristol,LF,2006,12/1/2006,33695
Bristol,LF,2007,1/1/2007,33621
Bristol,LF,2007,2/1/2007,33717
Bristol,LF,2007,3/1/2007,33776
Bristol,LF,2007,4/1/2007,33567
Bristol,LF,2007,5/1/2007,33637
Bristol,LF,2007,6/1/2007,34030
Bristol,LF,2007,7/1/2007,34268
Bristol,LF,2007,8/1/2007,33876
Bristol,LF,2007,9/1/2007,33752
Bristol,LF,2007,10/1/2007,33942
Bristol,LF,2007,11/1/2007,34154
Bristol,LF,2007,12/1/2007,33863
Bristol,LF,2008,1/1/2008,34006
Bristol,LF,2008,2/1/2008,34029
Bristol,LF,2008,3/1/2008,34281
Bristol,LF,2008,4/1/2008,34027
Bristol,LF,2008,5/1/2008,34164
Bristol,LF,2008,6/1/2008,34546
Bristol,LF,2008,7/1/2008,34866
Bristol,LF,2008,8/1/2008,34669
Bristol,LF,2008,9/1/2008,34395
Bristol,LF,2008,10/1/2008,34667
Bristol,LF,2008,11/1/2008,34612
Bristol,LF,2008,12/1/2008,34328
Bristol,LF,2009,1/1/2009,34486
Bristol,LF,2009,2/1/2009,34692
Bristol,LF,2009,3/1/2009,34838
Bristol,LF,2009,4/1/2009,35043
Bristol,LF,2009,5/1/2009,34971
Bristol,LF,2009,6/1/2009,35336
Bristol,LF,2009,7/1/2009,35506
Bristol,LF,2009,8/1/2009,35153
Bristol,LF,2009,9/1/2009,34732
Bristol,LF,2009,10/1/2009,34983
Bristol,LF,2009,11/1/2009,34928
Bristol,LF,2009,12/1/2009,34628
Bristol,LF,2010,1/1/2010,34407
Bristol,LF,2010,2/1/2010,34446
Bristol,LF,2010,3/1/2010,34585
Bristol,LF,2010,4/1/2010,34612
Bristol,LF,2010,5/1/2010,34401
Bristol,LF,2010,6/1/2010,34573
Bristol,LF,2010,7/1/2010,34662
Bristol,LF,2010,8/1/2010,34553
Bristol,LF,2010,9/1/2010,34501
Bristol,LF,2010,10/1/2010,34804
Bristol,LF,2010,11/1/2010,34922
Bristol,LF,2010,12/1/2010,34563
Bristol,LF,2011,1/1/2011,34679
Bristol,LF,2011,2/1/2011,34670
Bristol,LF,2011,3/1/2011,34657
Bristol,LF,2011,4/1/2011,34454
Bristol,LF,2011,5/1/2011,34317
Bristol,LF,2011,6/1/2011,34404
Bristol,LF,2011,7/1/2011,34538
Bristol,LF,2011,8/1/2011,34529
Bristol,LF,2011,9/1/2011,34446
Bristol,LF,2011,10/1/2011,34555
Bristol,LF,2011,11/1/2011,34601
Bristol,LF,2011,12/1/2011,34354
Bristol,LF,2012,1/1/2012,33539
Bristol,LF,2012,2/1/2012,33729
Bristol,LF,2012,3/1/2012,33724
Bristol,LF,2012,4/1/2012,33674
Bristol,LF,2012,5/1/2012,33789
Bristol,LF,2012,6/1/2012,33978
Bristol,LF,2012,7/1/2012,34037
Bristol,LF,2012,8/1/2012,33609
Bristol,LF,2012,9/1/2012,33506
Bristol,LF,2012,10/1/2012,33684
Bristol,LF,2012,11/1/2012,33482
Bristol,LF,2012,12/1/2012,33396
Bristol,LF,2013,1/1/2013,33418
Bristol,LF,2013,2/1/2013,33393
Bristol,LF,2013,3/1/2013,33431
Bristol,EMP,2005,1/1/2005,30869
Bristol,EMP,2005,2/1/2005,30868
Bristol,EMP,2005,3/1/2005,31113
Bristol,EMP,2005,4/1/2005,31325
Bristol,EMP,2005,5/1/2005,31427
Bristol,EMP,2005,6/1/2005,31658
Bristol,EMP,2005,7/1/2005,31903
Bristol,EMP,2005,8/1/2005,31852
Bristol,EMP,2005,9/1/2005,31518
Bristol,EMP,2005,10/1/2005,31887
Bristol,EMP,2005,11/1/2005,31805
Bristol,EMP,2005,12/1/2005,31652
Bristol,EMP,2006,1/1/2006,31256
Bristol,EMP,2006,2/1/2006,31291
Bristol,EMP,2006,3/1/2006,31508
Bristol,EMP,2006,4/1/2006,31647
Bristol,EMP,2006,5/1/2006,31767
Bristol,EMP,2006,6/1/2006,32032
Bristol,EMP,2006,7/1/2006,32367
Bristol,EMP,2006,8/1/2006,32301
Bristol,EMP,2006,9/1/2006,31975
Bristol,EMP,2006,10/1/2006,32431
Bristol,EMP,2006,11/1/2006,32358
Bristol,EMP,2006,12/1/2006,32162
Bristol,EMP,2007,1/1/2007,31663
Bristol,EMP,2007,2/1/2007,31691
Bristol,EMP,2007,3/1/2007,31984
Bristol,EMP,2007,4/1/2007,31963
Bristol,EMP,2007,5/1/2007,32030
Bristol,EMP,2007,6/1/2007,32323
Bristol,EMP,2007,7/1/2007,32488
Bristol,EMP,2007,8/1/2007,32302
Bristol,EMP,2007,9/1/2007,32133
Bristol,EMP,2007,10/1/2007,32334
Bristol,EMP,2007,11/1/2007,32443
Bristol,EMP,2007,12/1/2007,32104
Bristol,EMP,2008,1/1/2008,31866
Bristol,EMP,2008,2/1/2008,31888
Bristol,EMP,2008,3/1/2008,32140
Bristol,EMP,2008,4/1/2008,32279
Bristol,EMP,2008,5/1/2008,32209
Bristol,EMP,2008,6/1/2008,32522
Bristol,EMP,2008,7/1/2008,32742
Bristol,EMP,2008,8/1/2008,32546
Bristol,EMP,2008,9/1/2008,32281
Bristol,EMP,2008,10/1/2008,32569
Bristol,EMP,2008,11/1/2008,32356
Bristol,EMP,2008,12/1/2008,31976
Bristol,EMP,2009,1/1/2009,31509
Bristol,EMP,2009,2/1/2009,31564
Bristol,EMP,2009,3/1/2009,31635
Bristol,EMP,2009,4/1/2009,31925
Bristol,EMP,2009,5/1/2009,31809
Bristol,EMP,2009,6/1/2009,31997
Bristol,EMP,2009,7/1/2009,32211
Bristol,EMP,2009,8/1/2009,31991
Bristol,EMP,2009,9/1/2009,31588
Bristol,EMP,2009,10/1/2009,31819
Bristol,EMP,2009,11/1/2009,31773
Bristol,EMP,2009,12/1/2009,31333
Bristol,EMP,2010,1/1/2010,30546
Bristol,EMP,2010,2/1/2010,30624
Bristol,EMP,2010,3/1/2010,30903
Bristol,EMP,2010,4/1/2010,31193
Bristol,EMP,2010,5/1/2010,31017
Bristol,EMP,2010,6/1/2010,31174
Bristol,EMP,2010,7/1/2010,31258
Bristol,EMP,2010,8/1/2010,31214
Bristol,EMP,2010,9/1/2010,31156
Bristol,EMP,2010,10/1/2010,31380
Bristol,EMP,2010,11/1/2010,31314
Bristol,EMP,2010,12/1/2010,31118
Bristol,EMP,2011,1/1/2011,30840
Bristol,EMP,2011,2/1/2011,30903
Bristol,EMP,2011,3/1/2011,31159
Bristol,EMP,2011,4/1/2011,31276
Bristol,EMP,2011,5/1/2011,31205
Bristol,EMP,2011,6/1/2011,31267
Bristol,EMP,2011,7/1/2011,31290
Bristol,EMP,2011,8/1/2011,31392
Bristol,EMP,2011,9/1/2011,31386
Bristol,EMP,2011,10/1/2011,31742
Bristol,EMP,2011,11/1/2011,31829
Bristol,EMP,2011,12/1/2011,31688
Bristol,EMP,2012,1/1/2012,30441
Bristol,EMP,2012,2/1/2012,30624
Bristol,EMP,2012,3/1/2012,30775
Bristol,EMP,2012,4/1/2012,30834
Bristol,EMP,2012,5/1/2012,30777
Bristol,EMP,2012,6/1/2012,30884
Bristol,EMP,2012,7/1/2012,30892
Bristol,EMP,2012,8/1/2012,30677
Bristol,EMP,2012,9/1/2012,30730
Bristol,EMP,2012,10/1/2012,30947
Bristol,EMP,2012,11/1/2012,30883
Bristol,EMP,2012,12/1/2012,30725
Bristol,EMP,2013,1/1/2013,30315
Bristol,EMP,2013,2/1/2013,30357
Bristol,EMP,2013,3/1/2013,30479
Bristol,UN,2005,1/1/2005,2049
Bristol,UN,2005,2/1/2005,2120
Bristol,UN,2005,3/1/2005,1940
Bristol,UN,2005,4/1/2005,1763
Bristol,UN,2005,5/1/2005,1798
Bristol,UN,2005,6/1/2005,1839
Bristol,UN,2005,7/1/2005,1823
Bristol,UN,2005,8/1/2005,1639
Bristol,UN,2005,9/1/2005,1663
Bristol,UN,2005,10/1/2005,1640
Bristol,UN,2005,11/1/2005,1722
Bristol,UN,2005,12/1/2005,1603
Bristol,UN,2006,1/1/2006,1994
Bristol,UN,2006,2/1/2006,1981
Bristol,UN,2006,3/1/2006,1733
Bristol,UN,2006,4/1/2006,1458
Bristol,UN,2006,5/1/2006,1512
Bristol,UN,2006,6/1/2006,1602
Bristol,UN,2006,7/1/2006,1707
Bristol,UN,2006,8/1/2006,1613
Bristol,UN,2006,9/1/2006,1562
Bristol,UN,2006,10/1/2006,1435
Bristol,UN,2006,11/1/2006,1553
Bristol,UN,2006,12/1/2006,1533
Bristol,UN,2007,1/1/2007,1958
Bristol,UN,2007,2/1/2007,2026
Bristol,UN,2007,3/1/2007,1792
Bristol,UN,2007,4/1/2007,1604
Bristol,UN,2007,5/1/2007,1607
Bristol,UN,2007,6/1/2007,1707
Bristol,UN,2007,7/1/2007,1780
Bristol,UN,2007,8/1/2007,1574
Bristol,UN,2007,9/1/2007,1619
Bristol,UN,2007,10/1/2007,1608
Bristol,UN,2007,11/1/2007,1711
Bristol,UN,2007,12/1/2007,1759
Bristol,UN,2008,1/1/2008,2140
Bristol,UN,2008,2/1/2008,2141
Bristol,UN,2008,3/1/2008,2141
Bristol,UN,2008,4/1/2008,1748
Bristol,UN,2008,5/1/2008,1955
Bristol,UN,2008,6/1/2008,2024
Bristol,UN,2008,7/1/2008,2124
Bristol,UN,2008,8/1/2008,2123
Bristol,UN,2008,9/1/2008,2114
Bristol,UN,2008,10/1/2008,2098
Bristol,UN,2008,11/1/2008,2256
Bristol,UN,2008,12/1/2008,2352
Bristol,UN,2009,1/1/2009,2977
Bristol,UN,2009,2/1/2009,3128
Bristol,UN,2009,3/1/2009,3203
Bristol,UN,2009,4/1/2009,3118
Bristol,UN,2009,5/1/2009,3162
Bristol,UN,2009,6/1/2009,3339
Bristol,UN,2009,7/1/2009,3295
Bristol,UN,2009,8/1/2009,3162
Bristol,UN,2009,9/1/2009,3144
Bristol,UN,2009,10/1/2009,3164
Bristol,UN,2009,11/1/2009,3155
Bristol,UN,2009,12/1/2009,3295
Bristol,UN,2010,1/1/2010,3861
Bristol,UN,2010,2/1/2010,3822
Bristol,UN,2010,3/1/2010,3682
Bristol,UN,2010,4/1/2010,3419
Bristol,UN,2010,5/1/2010,3384
Bristol,UN,2010,6/1/2010,3399
Bristol,UN,2010,7/1/2010,3404
Bristol,UN,2010,8/1/2010,3339
Bristol,UN,2010,9/1/2010,3345
Bristol,UN,2010,10/1/2010,3424
Bristol,UN,2010,11/1/2010,3608
Bristol,UN,2010,12/1/2010,3445
Bristol,UN,2011,1/1/2011,3839
Bristol,UN,2011,2/1/2011,3767
Bristol,UN,2011,3/1/2011,3498
Bristol,UN,2011,4/1/2011,3178
Bristol,UN,2011,5/1/2011,3112
Bristol,UN,2011,6/1/2011,3137
Bristol,UN,2011,7/1/2011,3248
Bristol,UN,2011,8/1/2011,3137
Bristol,UN,2011,9/1/2011,3060
Bristol,UN,2011,10/1/2011,2813
Bristol,UN,2011,11/1/2011,2772
Bristol,UN,2011,12/1/2011,2666
Bristol,UN,2012,1/1/2012,3098
Bristol,UN,2012,2/1/2012,3105
Bristol,UN,2012,3/1/2012,2949
Bristol,UN,2012,4/1/2012,2840
Bristol,UN,2012,5/1/2012,3012
Bristol,UN,2012,6/1/2012,3094
Bristol,UN,2012,7/1/2012,3145
Bristol,UN,2012,8/1/2012,2932
Bristol,UN,2012,9/1/2012,2776
Bristol,UN,2012,10/1/2012,2737
Bristol,UN,2012,11/1/2012,2599
Bristol,UN,2012,12/1/2012,2671
Bristol,UN,2013,1/1/2013,3103
Bristol,UN,2013,2/1/2013,3036
Bristol,UN,2013,3/1/2013,2952
Bristol,RT,2005,1/1/2005,6.2
Bristol,RT,2005,2/1/2005,6.4
Bristol,RT,2005,3/1/2005,5.9
Bristol,RT,2005,4/1/2005,5.3
Bristol,RT,2005,5/1/2005,5.4
Bristol,RT,2005,6/1/2005,5.5
Bristol,RT,2005,7/1/2005,5.4
Bristol,RT,2005,8/1/2005,4.9
Bristol,RT,2005,9/1/2005,5
Bristol,RT,2005,10/1/2005,4.9
Bristol,RT,2005,11/1/2005,5.1
Bristol,RT,2005,12/1/2005,4.8
Bristol,RT,2006,1/1/2006,6
Bristol,RT,2006,2/1/2006,6
Bristol,RT,2006,3/1/2006,5.2
Bristol,RT,2006,4/1/2006,4.4
Bristol,RT,2006,5/1/2006,4.5
Bristol,RT,2006,6/1/2006,4.8
Bristol,RT,2006,7/1/2006,5
Bristol,RT,2006,8/1/2006,4.8
Bristol,RT,2006,9/1/2006,4.7
Bristol,RT,2006,10/1/2006,4.2
Bristol,RT,2006,11/1/2006,4.6
Bristol,RT,2006,12/1/2006,4.5
Bristol,RT,2007,1/1/2007,5.8
Bristol,RT,2007,2/1/2007,6
Bristol,RT,2007,3/1/2007,5.3
Bristol,RT,2007,4/1/2007,4.8
Bristol,RT,2007,5/1/2007,4.8
Bristol,RT,2007,6/1/2007,5
Bristol,RT,2007,7/1/2007,5.2
Bristol,RT,2007,8/1/2007,4.6
Bristol,RT,2007,9/1/2007,4.8
Bristol,RT,2007,10/1/2007,4.7
Bristol,RT,2007,11/1/2007,5
Bristol,RT,2007,12/1/2007,5.2
Bristol,RT,2008,1/1/2008,6.3
Bristol,RT,2008,2/1/2008,6.3
Bristol,RT,2008,3/1/2008,6.2
Bristol,RT,2008,4/1/2008,5.1
Bristol,RT,2008,5/1/2008,5.7
Bristol,RT,2008,6/1/2008,5.9
Bristol,RT,2008,7/1/2008,6.1
Bristol,RT,2008,8/1/2008,6.1
Bristol,RT,2008,9/1/2008,6.1
Bristol,RT,2008,10/1/2008,6.1
Bristol,RT,2008,11/1/2008,6.5
Bristol,RT,2008,12/1/2008,6.9
Bristol,RT,2009,1/1/2009,8.6
Bristol,RT,2009,2/1/2009,9
Bristol,RT,2009,3/1/2009,9.2
Bristol,RT,2009,4/1/2009,8.9
Bristol,RT,2009,5/1/2009,9
Bristol,RT,2009,6/1/2009,9.4
Bristol,RT,2009,7/1/2009,9.3
Bristol,RT,2009,8/1/2009,9
Bristol,RT,2009,9/1/2009,9.1
Bristol,RT,2009,10/1/2009,9
Bristol,RT,2009,11/1/2009,9
Bristol,RT,2009,12/1/2009,9.5
Bristol,RT,2010,1/1/2010,11.2
Bristol,RT,2010,2/1/2010,11.1
Bristol,RT,2010,3/1/2010,10.6
Bristol,RT,2010,4/1/2010,9.9
Bristol,RT,2010,5/1/2010,9.8
Bristol,RT,2010,6/1/2010,9.8
Bristol,RT,2010,7/1/2010,9.8
Bristol,RT,2010,8/1/2010,9.7
Bristol,RT,2010,9/1/2010,9.7
Bristol,RT,2010,10/1/2010,9.8
Bristol,RT,2010,11/1/2010,10.3
Bristol,RT,2010,12/1/2010,10
Bristol,RT,2011,1/1/2011,11.1
Bristol,RT,2011,2/1/2011,10.9
Bristol,RT,2011,3/1/2011,10.1
Bristol,RT,2011,4/1/2011,9.2
Bristol,RT,2011,5/1/2011,9.1
Bristol,RT,2011,6/1/2011,9.1
Bristol,RT,2011,7/1/2011,9.4
Bristol,RT,2011,8/1/2011,9.1
Bristol,RT,2011,9/1/2011,8.9
Bristol,RT,2011,10/1/2011,8.1
Bristol,RT,2011,11/1/2011,8
Bristol,RT,2011,12/1/2011,7.8
Bristol,RT,2012,1/1/2012,9.2
Bristol,RT,2012,2/1/2012,9.2
Bristol,RT,2012,3/1/2012,8.7
Bristol,RT,2012,4/1/2012,8.4
Bristol,RT,2012,5/1/2012,8.9
Bristol,RT,2012,6/1/2012,9.1
Bristol,RT,2012,7/1/2012,9.2
Bristol,RT,2012,8/1/2012,8.7
Bristol,RT,2012,9/1/2012,8.3
